1730996339.542466,0
1730996339.652344,12
1730996339.760573,20
1730996339.868005,27
1730996339.982200,34
1730996340.090551,41
1730996340.201959,49
1730996340.309839,57
1730996340.418433,65
1730996340.526419,73
1730996340.634291,82
1730996340.744231,88
1730996340.854458,95
1730996340.963360,100
1730996341.073080,100
1730996341.181814,100
1730996341.289843,100
1730996341.401703,100
1730996341.510664,100
1730996341.618431,100
1730996341.726278,100
1730996341.835688,100
1730996341.943088,100
1730996342.050829,100
1730996342.167573,100
1730996342.275247,100
1730996342.382787,100
1730996342.490702,100
1730996342.600776,100
1730996342.708965,100
1730996342.817942,99
1730996342.926022,100
1730996343.034018,99
1730996343.142235,100
1730996343.249987,100
1730996343.357905,100
1730996343.464780,100
1730996343.572199,100
1730996343.680020,100
1730996343.787607,100
1730996343.894933,100
1730996344.001809,100
1730996344.109287,100
1730996344.216750,100
1730996344.324817,100
1730996344.432618,100
1730996344.540052,100
1730996344.647385,100
1730996344.754268,99
1730996344.862757,100
1730996344.970906,100
1730996345.079006,99
1730996345.189212,100
1730996345.296572,99
1730996345.403242,100
1730996345.511360,100
1730996345.618820,100
1730996345.727331,100
1730996345.835311,100
1730996345.942239,99
1730996346.049342,99
1730996346.156907,100
1730996346.264530,100
1730996346.372481,100
1730996346.480053,100
1730996346.587413,100
1730996346.694866,100
1730996346.802183,100
1730996346.909465,100
1730996347.016999,100
1730996347.124876,97
1730996347.232578,90
1730996347.340149,84
1730996347.447648,77
1730996347.555598,78
1730996347.663779,79
1730996347.771227,80
1730996347.879160,81
1730996347.987134,80
1730996348.095832,81
1730996348.204032,82
1730996348.311673,81
1730996348.419539,79
1730996348.527153,79
1730996348.634977,80
1730996348.742341,81
1730996348.849945,81
1730996348.957094,81
1730996349.064741,80
1730996349.172651,80
1730996349.280298,79
1730996349.387367,80
1730996349.494893,81
1730996349.603560,81
1730996349.712491,81
1730996349.820892,81
1730996349.929224,81
1730996350.038955,81
1730996350.149048,81
1730996350.257801,81
1730996350.364972,81
1730996350.472037,82
1730996350.584876,82
1730996350.693681,80
1730996350.800184,79
1730996350.906676,80
1730996351.015841,80
1730996351.124581,80
1730996351.236483,80
1730996351.344180,80
1730996351.452561,78
1730996351.560703,78
1730996351.680315,77
1730996351.794856,77
1730996351.902727,78
1730996352.010533,78
1730996352.118421,76
1730996352.225909,75
1730996352.336039,73
1730996352.448447,72
1730996352.556411,74
1730996352.664824,74
1730996352.773202,73
1730996352.882874,72
1730996352.989787,72
1730996353.098434,72
1730996353.208925,72
1730996353.317501,70
1730996353.426736,71
1730996353.535845,71
1730996353.642453,71
1730996353.758559,70
1730996353.867000,70
1730996353.974215,70
1730996354.082122,69
1730996354.190377,69
1730996354.300178,69
1730996354.407885,68
1730996354.516057,67
1730996354.623276,67
1730996354.729785,67
1730996354.836460,68
1730996354.944296,68
1730996355.051941,67
1730996355.159550,67
1730996355.267681,68
1730996355.374102,67
1730996355.482849,67
1730996355.590478,67
1730996355.698287,66
1730996355.806619,66
1730996355.917902,66
1730996356.025422,65
1730996356.136387,65
1730996356.245309,65
1730996356.379869,64
1730996356.488737,64
1730996356.598612,65
1730996356.724355,66
1730996356.855438,67
1730996356.987132,66
1730996357.131965,66
1730996357.249172,68
1730996357.361775,67
1730996357.476751,66
1730996357.584313,66
1730996357.722723,66
1730996357.834166,65
1730996357.943323,65
1730996358.051502,65
1730996358.159827,65
1730996358.269269,65
1730996358.380892,65
1730996358.489300,65
1730996358.596551,65
1730996358.708968,64
1730996358.816028,64
1730996358.923726,64
1730996359.031281,63
1730996359.138606,63
1730996359.245929,63
1730996359.353200,63
1730996359.461844,63
1730996359.570460,63
1730996359.677516,63
1730996359.785595,63
1730996359.894011,64
1730996360.002094,63
1730996360.109166,62
1730996360.216012,63
1730996360.322659,63
1730996360.429390,62
1730996360.536514,63
1730996360.643544,63
1730996360.751584,63
1730996360.859144,63
1730996360.966333,63
1730996361.076225,63
1730996361.183913,63
1730996361.292588,63
1730996361.401263,64
1730996361.508662,65
1730996361.616612,65
1730996361.727394,65
1730996361.839949,65
1730996361.947289,65
1730996362.055010,64
1730996362.162153,63
1730996362.272059,64
1730996362.378835,64
1730996362.488899,63
1730996362.596811,64
1730996362.704767,64
1730996362.811531,63
1730996362.918182,64
1730996363.025127,65
1730996363.132553,65
1730996363.245998,66
1730996363.354524,67
1730996363.464342,67
1730996363.575155,66
1730996363.682946,67
1730996363.790582,66
1730996363.898046,66
1730996364.012059,66
1730996364.119752,65
1730996364.226691,68
1730996364.335336,68
1730996364.443605,67
1730996364.554489,69
1730996364.661735,69
1730996364.769103,69
1730996364.877440,69
1730996364.984751,69
1730996365.092768,67
1730996365.201113,67
1730996365.310963,68
1730996365.418932,68
1730996365.527098,68
1730996365.636611,69
1730996365.746133,69
1730996365.855476,68
1730996365.965168,68
1730996366.073325,70
1730996366.180766,70
1730996366.288994,70
1730996366.397078,70
1730996366.504328,69
1730996366.612073,69
1730996366.719657,69
1730996366.828104,69
1730996366.936507,68
1730996367.044700,69
1730996367.154219,68
1730996367.262828,69
1730996367.371431,69
1730996367.479888,69
1730996367.589041,68
1730996367.697002,69
1730996367.805342,69
1730996367.913024,70
1730996368.020428,70
1730996368.133290,70
1730996368.241533,70
1730996368.350037,70
1730996368.457740,70
1730996368.568841,70
1730996368.676579,70
1730996368.783968,71
1730996368.892792,69
1730996369.000829,69
1730996369.112351,69
1730996369.224152,68
1730996369.335089,69
1730996369.442644,69
1730996369.550215,69
1730996369.658701,69
1730996369.767559,68
1730996369.875920,68
1730996369.984249,68
1730996370.093659,68
1730996370.201230,68
1730996370.307990,68
1730996370.415792,68
1730996370.526891,69
1730996370.635270,69
1730996370.744898,69
1730996370.852854,69
1730996370.961200,69
1730996371.069697,69
1730996371.177506,69
1730996371.285456,69
1730996371.393209,69
1730996371.501201,70
1730996371.618730,69
1730996371.736288,69
1730996371.847088,69
1730996371.955100,69
1730996372.063365,68
1730996372.171863,69
1730996372.281101,69
1730996372.389091,70
1730996372.504430,70
1730996372.612730,71
1730996372.720837,71
1730996372.830942,71
1730996372.938748,71
1730996373.046935,71
1730996373.155655,70
1730996373.266412,71
1730996373.374178,71
1730996373.481736,71
1730996373.592770,71
1730996373.708723,71
1730996373.816319,72
1730996373.925951,72
1730996374.033992,72
1730996374.141755,73
1730996374.250303,72
1730996374.357452,72
1730996374.464887,72
1730996374.576552,72
1730996374.683601,71
1730996374.790494,71
1730996374.897742,71
1730996375.004671,71
1730996375.111610,71
1730996375.218436,71
1730996375.325372,71
1730996375.433229,72
1730996375.540892,72
1730996375.648421,72
1730996375.757262,72
1730996375.865263,72
1730996375.973680,73
1730996376.081987,73
1730996376.189771,73
1730996376.298408,73
1730996376.410366,72
1730996376.525010,72
1730996376.632787,72
1730996376.745490,73
1730996376.854720,73
1730996376.962349,73
1730996377.078209,73
1730996377.205134,73
1730996377.313537,73
1730996377.429291,73
1730996377.538645,73
1730996377.648197,72
1730996377.758117,72
1730996377.868725,72
1730996377.976887,72
1730996378.090039,74
1730996378.197727,73
1730996378.305181,74
1730996378.419550,73
1730996378.528935,74
1730996378.639727,74
1730996378.767437,74
1730996378.879630,74
1730996378.990708,75
1730996379.118749,75
1730996379.229589,76
1730996379.337893,75
1730996379.448755,75
1730996379.556368,75
1730996379.663096,75
1730996379.769839,75
1730996379.878412,75
1730996379.985382,79
1730996380.093452,80
1730996380.201270,80
1730996380.308999,80
1730996380.416781,80
1730996380.525180,80
1730996380.633181,80
1730996380.740806,79
1730996380.848888,79
1730996380.956332,78
1730996381.063859,77
1730996381.172108,77
1730996381.280587,77
1730996381.389437,77
1730996381.497688,77
1730996381.604262,77
1730996381.717580,77
1730996381.825394,77
1730996381.933086,77
1730996382.041393,78
1730996382.148624,81
1730996382.256896,81
1730996382.364943,81
1730996382.472905,81
1730996382.580385,81
1730996382.688861,81
1730996382.796655,81
1730996382.903636,81
1730996383.013733,79
1730996383.122815,76
1730996383.230991,78
1730996383.338891,77
1730996383.454223,78
1730996383.562575,78
1730996383.673588,78
1730996383.782709,78
1730996383.892194,78
1730996384.000669,78
1730996384.108161,78
1730996384.215523,81
1730996384.326169,81
1730996384.433845,81
1730996384.541494,81
1730996384.648910,81
1730996384.756097,81
1730996384.864168,82
1730996384.971679,82
1730996385.079444,82
1730996385.186806,81
1730996385.296338,79
1730996385.404303,79
1730996385.511192,78
1730996385.618739,79
1730996385.725386,78
1730996385.832570,78
1730996385.940216,78
1730996386.047666,77
1730996386.155054,77
1730996386.262314,76
1730996386.370612,78
1730996386.487418,78
1730996386.595081,77
1730996386.701838,78
1730996386.809690,78
1730996386.917658,78
1730996387.030203,78
1730996387.139387,77
1730996387.245984,77
1730996387.353039,77
1730996387.460679,77
1730996387.568352,77
1730996387.677006,77
1730996387.785348,78
1730996387.893725,78
1730996388.000589,78
1730996388.108011,78
1730996388.217369,78
1730996388.324880,78
1730996388.433570,79
